seats,mm,pg,vs
4,0.026591577,0.053183154,"(0.7465379491376004, 0.8382691276101166, 0.5538412474612686, 0.7519387329491913)"
4,0.026739827,0.053479654,"(0.7465379491376004, 0.8382691276101166, 0.7479564987951185, 0.5492660126785989)"
4,0.026134535,0.052269071,"(0.7244882670931951, 0.8382691276101166, 0.7675850142427514, 0.5492660126785989)"
4,0.026357776,0.052715553,"(0.7640779075587577, 0.8382691276101166, 0.7288883382821336, 0.5492660126785989)"
4,0.026893829,0.053787658,"(0.736885160561034, 0.8382691276101166, 0.7582252966596864, 0.5492660126785989)"
4,0.027815593,0.055631185,"(0.7375312408464796, 0.8352281545863728, 0.7582252966596864, 0.5492660126785989)"
4,0.037062572,0.074125143,"(0.8135882963768781, 0.7528792989459766, 0.7582252966596864, 0.5492660126785989)"
4,0.024784064,0.049568129,"(0.7315925861191115, 0.8414156129207699, 0.7582252966596864, 0.5492660126785989)"
4,-0.014332348,0.028664695,"(0.6489136451702187, 0.8414156129207699, 0.7582252966596864, 0.6230527198455253)"
4,0.026509518,0.053019035,"(0.7206133659833301, 0.8414156129207699, 0.7582252966596864, 0.5313849792244905)"
4,0.032467536,0.064935072,"(0.7206133659833301, 0.8414156129207699, 0.5103592321512332, 0.7610316237434881)"
4,0.038566376,0.077132751,"(0.7313430372644156, 0.827749925935046, 0.5103592321512332, 0.7610316237434881)"
3,0.051473787,0.102947573,"(0.7701273496848604, 0.827749925935046, 0.497513900873327, 0.7610316237434881)"
3,0.045843673,0.091687346,"(0.7491725630481234, 0.827749925935046, 0.49907956982000007, 0.7610316237434881)"
3,0.046149613,0.092299226,"(0.749929143403507, 0.8272827452875785, 0.49907956982000007, 0.7610316237434881)"
3,0.039663919,0.079327838,"(0.8391537107929032, 0.735857333385219, 0.49907956982000007, 0.7610316237434881)"
3,0.04688224,0.093764481,"(0.8255798730901922, 0.7511567806195546, 0.49907956982000007, 0.7610316237434881)"
3,0.045812176,0.091624352,"(0.7492678893000783, 0.8279712390320798, 0.49907956982000007, 0.7610316237434881)"
3,0.049747629,0.099495258,"(0.492766252700007, 0.8279712390320798, 0.7586963845964149, 0.7610316237434881)"
3,0.052233966,0.104467932,"(0.492766252700007, 0.7606330064375474, 0.8199625127038328, 0.7610316237434881)"
4,0.040661637,0.081323273,"(0.7328968665320894, 0.5113194314365245, 0.8199625127038328, 0.7610316237434881)"
4,0.034930146,0.069860293,"(0.7250479960583768, 0.5113194314365245, 0.8350396033252454, 0.7610316237434881)"
4,0.038282334,0.076564669,"(0.8297280544832565, 0.5113194314365245, 0.7331451999710901, 0.7610316237434881)"
3,0.046805886,0.093611771,"(0.8297280544832565, 0.49429883078077247, 0.7502188044923401, 0.7610316237434881)"
3,0.0484878,0.0969756,"(0.8254286967158254, 0.49429883078077247, 0.7526471027986571, 0.7610316237434881)"
4,0.046245106,0.092490212,"(0.8254286967158254, 0.7620598611414086, 0.5126823648399448, 0.7610316237434881)"
4,0.055328542,0.110657085,"(0.8064412937006369, 0.7794062042128149, 0.5126823648399448, 0.7610316237434881)"
4,0.045036835,0.090073669,"(0.8283964943950174, 0.760194574008143, 0.5126823648399448, 0.7610316237434881)"
4,0.048339183,0.096678365,"(0.8283964943950174, 0.7661190980238846, 0.5053974972114841, 0.7610316237434881)"
4,0.057129794,0.114259588,"(0.7820195308567401, 0.8091344808535369, 0.5053974972114841, 0.7610316237434881)"
3,0.061349099,0.122698198,"(0.7820195308567401, 0.8091344808535369, 0.497816560779973, 0.7703279076299877)"
4,0.020072378,0.040144755,"(0.5716185241936506, 0.8091344808535369, 0.6907146075253972, 0.7703279076299877)"
4,-0.000397707,0.000795413,"(0.7402335932371635, 0.6622111199310788, 0.6907146075253972, 0.7703279076299877)"
4,0.034940543,0.069881086,"(0.7402335932371635, 0.8370480746608109, 0.5337512542873026, 0.7703279076299877)"
4,0.035034512,0.070069024,"(0.7402335932371635, 0.5322444519931502, 0.8381790000234847, 0.7703279076299877)"
4,0.035394464,0.070788928,"(0.7402335932371635, 0.5353942038455999, 0.8335894415800189, 0.7703279076299877)"
3,0.043012746,0.086025492,"(0.7338768326498082, 0.49856431442799715, 0.8335894415800189, 0.7703279076299877)"
3,0.039895293,0.079790585,"(0.8362040009968181, 0.49856431442799715, 0.7240215780172168, 0.7703279076299877)"
3,0.038223861,0.076447722,"(0.7228679105144799, 0.49856431442799715, 0.8417360592983627, 0.7703279076299877)"
3,0.038080686,0.076161373,"(0.7228679105144799, 0.8418827328539511, 0.4989903397763346, 0.7703279076299877)"
4,-0.006218445,0.01243689,"(0.6439026737894382, 0.8418827328539511, 0.597221627821383, 0.7703279076299877)"
4,-0.000715828,0.001431655,"(0.5907182280581509, 0.8418827328539511, 0.6594097432787548, 0.7703279076299877)"
4,0.039881355,0.079762709,"(0.5121431505442596, 0.8418827328539511, 0.7432233937815607, 0.7703279076299877)"
3,0.043417769,0.086835537,"(0.49370332996972754, 0.8418827328539511, 0.7389292294353528, 0.7703279076299877)"
3,0.049236232,0.098472463,"(0.49370332996972754, 0.7514794354952068, 0.8311590867777705, 0.7703279076299877)"
4,-0.013007126,0.026014252,"(0.6366108122369944, 0.6278081379716943, 0.8311590867777705, 0.7703279076299877)"
3,0.052844666,0.105689333,"(0.4822492097820662, 0.7544590548105715, 0.8311590867777705, 0.7703279076299877)"
3,0.045604385,0.09120877,"(0.4822492097820662, 0.8437961771295105, 0.7381350195169026, 0.7703279076299877)"
4,0.012336398,0.024672797,"(0.552217932720893, 0.8437961771295105, 0.7381350195169026, 0.7072246838466004)"
3,0.046244262,0.092488523,"(0.7717437970036123, 0.8437961771295105, 0.7381350195169026, 0.4811055927445476)"
4,0.03890525,0.0778105,"(0.7717437970036123, 0.8437961771295105, 0.5147277131025861, 0.742401093938601)"
4,0.053479914,0.106959828,"(0.7717437970036123, 0.7740741351449395, 0.5147277131025861, 0.8171705636782298)"
4,0.029085208,0.058170415,"(0.7717437970036123, 0.7740741351449395, 0.7221548158944121, 0.6034836470507924)"
4,0.029778429,0.059556857,"(0.7717437970036123, 0.7728911289313162, 0.7237446933099106, 0.6034836470507924)"
4,0.023453211,0.046906423,"(0.6156711977004613, 0.7728911289313162, 0.7237446933099106, 0.7586304783814074)"
4,0.009663352,0.019326704,"(0.6156711977004613, 0.7993023932551573, 0.69499651999072, 0.7586304783814074)"
4,0.045046596,0.090093192,"(0.5406151298641563, 0.7993023932551573, 0.761473427755859, 0.7586304783814074)"
4,0.058546493,0.117092987,"(0.5106945202276093, 0.7993023932551573, 0.7855524089462359, 0.7586304783814074)"
4,0.058531182,0.117062363,"(0.5106945202276093, 0.7993023932551573, 0.7589398930133345, 0.7851817467685496)"
4,0.058448449,0.116896898,"(0.8000637767655732, 0.5102640666181332, 0.7589398930133345, 0.7851817467685496)"
4,0.047905465,0.095810931,"(0.8000637767655732, 0.7645987024957207, 0.7589398930133345, 0.5318529574955261)"
4,0.049029947,0.098059894,"(0.8000637767655732, 0.7645987024957207, 0.5293961149474755, 0.7609809771371182)"
4,0.049028979,0.098057958,"(0.8000637767655732, 0.7648299499077248, 0.5293961149474755, 0.7607458574742487)"
4,0.048889034,0.097778069,"(0.5311006652715745, 0.7648299499077248, 0.7989190042214068, 0.7607458574742487)"
4,0.048887654,0.097775309,"(0.5311006652715745, 0.7648299499077248, 0.7988589807104044, 0.7606803138885703)"
4,0.029551069,0.059102138,"(0.5311006652715745, 0.7278088088482085, 0.8391841813834637, 0.7606803138885703)"
4,0.029470722,0.058941444,"(0.5311006652715745, 0.7342827345632394, 0.8391841813834637, 0.7538849995951208)"
4,0.054458783,0.108917566,"(0.5311006652715745, 0.7872067373531124, 0.7822575356461171, 0.7538849995951208)"
4,0.055516376,0.111032752,"(0.5298341000975881, 0.7872067373531124, 0.7852213426230135, 0.7538849995951208)"
4,0.059137987,0.118275974,"(0.5076791111837268, 0.794875282741681, 0.7852213426230135, 0.7538849995951208)"
4,0.036726815,0.073453631,"(0.5076791111837268, 0.842028822729755, 0.7427301959307232, 0.7538849995951208)"
4,0.060916061,0.121832122,"(0.5076791111837268, 0.7910574446256836, 0.7885157998094605, 0.7538849995951208)"
4,0.058718427,0.117436853,"(0.7799876232753964, 0.51048311653128, 0.7885157998094605, 0.7538849995951208)"
4,0.061781899,0.123563799,"(0.7921842186957871, 0.5030889833835422, 0.7885157998094605, 0.7538849995951208)"
4,0.058271967,0.116543934,"(0.7814279827517697, 0.5030889833835422, 0.7991361317254174, 0.7538849995951208)"
4,0.059766902,0.119533803,"(0.5012581987503938, 0.7855769373542993, 0.7991361317254174, 0.7538849995951208)"
4,0.04229462,0.084589241,"(0.5012581987503938, 0.8357105586892188, 0.7522622394313903, 0.7538849995951208)"
4,0.057980363,0.115960725,"(0.5012581987503938, 0.8028566156117365, 0.7821512649140325, 0.7538849995951208)"
4,0.05033804,0.100676079,"(0.5168536554281556, 0.8028566156117365, 0.7821512649140325, 0.7389111647033815)"
4,0.03272754,0.065455079,"(0.5168536554281556, 0.8382720694004913, 0.747124718306264, 0.7389111647033815)"
4,0.036095064,0.072190127,"(0.5168536554281556, 0.8337128681879362, 0.756035613223825, 0.7389111647033815)"
4,0.042864529,0.085729058,"(0.7588089637721314, 0.8337128681879362, 0.756035613223825, 0.5096735937245661)"
4,0.037948576,0.075897153,"(0.7588089637721314, 0.8337128681879362, 0.7455917932175126, 0.5188935830008701)"
4,0.031647933,0.063295865,"(0.7588089637721314, 0.8337128681879362, 0.7285520736306612, 0.5270564388841815)"
4,0.042384464,0.084768928,"(0.7588089637721314, 0.8337128681879362, 0.514759829904471, 0.7592015905479267)"
4,0.041134176,0.082268353,"(0.516700562762914, 0.8337128681879362, 0.7557485455022454, 0.7592015905479267)"
4,0.027634144,0.055268287,"(0.7446847343786757, 0.8337128681879362, 0.7557485455022454, 0.556183837421238)"
4,0.030172574,0.060345149,"(0.8287660234442621, 0.7498916130809843, 0.7557485455022454, 0.556183837421238)"
4,-0.00115373,0.01062891,"(0.8287660234442621, 0.7498916130809843, 0.61522196668304, 0.6894814567801253)"
4,0.030670321,0.061340641,"(0.8287660234442621, 0.7498916130809843, 0.5546489105739006, 0.7562046033845033)"
4,0.029554413,0.059108826,"(0.8287660234442621, 0.745773827741497, 0.5549947552685711, 0.7562046033845033)"
4,0.00998499,0.019969981,"(0.8287660234442621, 0.5794925389487524, 0.6919939204198547, 0.7562046033845033)"
4,0.004432768,0.008865536,"(0.8401623457172983, 0.5794925389487524, 0.6811813533282888, 0.7562046033845033)"
4,0.016653094,0.033306187,"(0.813320500481232, 0.5794925389487524, 0.7032208108865056, 0.7562046033845033)"
4,0.020061613,0.040123225,"(0.8037326315712312, 0.5794925389487524, 0.7072670174375362, 0.7562046033845033)"
4,0.019691234,0.039382468,"(0.8037326315712312, 0.5784722312948277, 0.7047651956870349, 0.7562046033845033)"
4,0.017234974,0.034469949,"(0.8037326315712312, 0.7516548418024928, 0.7047651956870349, 0.5837475084213183)"
4,0.017103451,0.034206901,"(0.7013833604055477, 0.7516548418024928, 0.8008768913342503, 0.5837475084213183)"
4,0.017103451,0.034206901,"(0.7013833604055477, 0.7516548418024928, 0.8008768913342503, 0.5837475084213183)"
4,0.021150337,0.042300673,"(0.7128221429730365, 0.7516548418024928, 0.7961281301828838, 0.5837475084213183)"
4,0.002905997,0.005811993,"(0.6261852601301069, 0.7516548418024928, 0.7961281301828838, 0.6822825347674367)"
4,0.000405815,0.002074127,"(0.822112677719987, 0.7516548418024928, 0.6102014394717478, 0.6822825347674367)"
4,-0.000145817,0.000970863,"(0.822112677719987, 0.6742309774627653, 0.6102014394717478, 0.7574998707237255)"
4,-0.010066275,0.02013255,"(0.6524386015496972, 0.8400021325940341, 0.6102014394717478, 0.7574998707237255)"
4,-0.007110786,0.014221572,"(0.6524386015496972, 0.7626449329920193, 0.6102014394717478, 0.8333252393635898)"
4,0.020886495,0.04177299,"(0.5489933547449093, 0.7626449329920193, 0.7032196410753686, 0.8333252393635898)"
4,0.040913323,0.081826646,"(0.5159509755328257, 0.7626449329920193, 0.7502845748947646, 0.8333252393635898)"
4,-0.000176699,0.002675121,"(0.670728409667061, 0.7626449329920193, 0.6007548982603026, 0.8333252393635898)"
4,0.04160588,0.08321176,"(0.7393048821368463, 0.7626449329920193, 0.502201056339503, 0.8333252393635898)"
4,0.042071124,0.084142247,"(0.5169307817440734, 0.7626449329920193, 0.7558955824870853, 0.8333252393635898)"
4,0.042612818,0.085225635,"(0.5169307817440734, 0.7636911178284173, 0.7558955824870853, 0.8322046483166736)"
4,0.048290885,0.09658177,"(0.5169307817440734, 0.7636911178284173, 0.7676193162232459, 0.8212161120630953)"
4,0.046671862,0.093343723,"(0.5172599421304085, 0.7636911178284173, 0.7614723832481969, 0.8212161120630953)"
4,0.034755892,0.069511784,"(0.7445283517718309, 0.7636911178284173, 0.5479797891741667, 0.8212161120630953)"
4,0.047499242,0.094998484,"(0.5138266763256807, 0.7636911178284173, 0.7613486383142398, 0.8212161120630953)"
4,0.052598199,0.105196398,"(0.5138266763256807, 0.7636911178284173, 0.8108206030670946, 0.7713489579357203)"
3,0.062817788,0.125635576,"(0.48153398554367804, 0.7636911178284173, 0.8108206030670946, 0.7799346231999293)"
4,-0.010093691,0.020187383,"(0.6391575239019222, 0.7636911178284173, 0.8108206030670946, 0.6459122441162701)"
4,0.042023765,0.084047529,"(0.5394853658181606, 0.7636911178284173, 0.8108206030670946, 0.7547099094501218)"
3,0.059603296,0.119206591,"(0.4838086857718906, 0.7636911178284173, 0.8108206030670946, 0.769351353205502)"
3,0.060930126,0.121860252,"(0.4838086857718906, 0.7664179777985018, 0.8082401416957543, 0.769351353205502)"
3,0.061081169,0.122162338,"(0.4837337123092992, 0.7664179777985018, 0.8077109431924518, 0.769351353205502)"
3,0.060887915,0.121775831,"(0.48307706751676077, 0.7664179777985018, 0.8091406024015961, 0.769351353205502)"
3,0.057399311,0.114798621,"(0.4927588582181079, 0.7664179777985018, 0.8091406024015961, 0.7650787252452453)"
4,0.049130381,0.098260762,"(0.7678620246040042, 0.7664179777985018, 0.8091406024015961, 0.5286178762039139)"
3,0.056965166,0.113930331,"(0.4950388086492596, 0.7664179777985018, 0.8091406024015961, 0.7656220962239076)"
